epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,11236.2,0.46816,0.8877,0.31152,0.94196,0.95798,0.83908,0.90509,0.79707,0.97125,0.81925,0.89587,0.72319,0.49349,0.99442,0.31131,0.83158,0.000107726,0.000107726,0.000107726
43,11502.4,0.45927,0.87195,0.30461,0.9348,0.95966,0.8491,0.90949,0.79768,0.95511,0.8368,0.89718,0.7274,0.49163,0.98721,0.3049,0.83111,0.000102231,0.000102231,0.000102231
44,11768.7,0.45458,0.86043,0.30013,0.9329,0.96534,0.84727,0.9091,0.80427,0.96404,0.83733,0.90258,0.73577,0.48067,0.9772,0.2971,0.82685,9.67365e-05,9.67365e-05,9.67365e-05
45,12035.9,0.45461,0.85779,0.29923,0.93032,0.96107,0.84691,0.91062,0.80364,0.96681,0.83712,0.90278,0.73243,0.47634,0.96381,0.29517,0.82093,9.1242e-05,9.1242e-05,9.1242e-05
46,12302.3,0.44624,0.85028,0.29429,0.92917,0.96196,0.84709,0.91127,0.80294,0.96396,0.83802,0.89978,0.72964,0.47509,0.95353,0.29098,0.82193,8.57475e-05,8.57475e-05,8.57475e-05
47,12568.6,0.44331,0.84023,0.29116,0.92633,0.96278,0.85511,0.91151,0.80843,0.96969,0.83937,0.9035,0.73693,0.46921,0.94291,0.2891,0.82169,8.0253e-05,8.0253e-05,8.0253e-05
48,12835,0.43535,0.82381,0.28571,0.9226,0.97012,0.85134,0.91269,0.80857,0.96526,0.84192,0.90227,0.73479,0.467,0.94232,0.2852,0.81898,7.47585e-05,7.47585e-05,7.47585e-05
49,13100.9,0.43532,0.81986,0.28407,0.9233,0.95696,0.85984,0.91327,0.80932,0.96469,0.83823,0.90327,0.74205,0.46239,0.93471,0.28411,0.81786,6.9264e-05,6.9264e-05,6.9264e-05
50,13367.6,0.42769,0.81036,0.27939,0.91856,0.96409,0.85691,0.91402,0.81113,0.96647,0.83299,0.90323,0.74002,0.45713,0.92775,0.28133,0.80989,6.37695e-05,6.37695e-05,6.37695e-05
51,13636.4,0.42516,0.8052,0.27694,0.91765,0.95449,0.86162,0.91318,0.81157,0.97258,0.83352,0.90642,0.74411,0.45375,0.91485,0.27965,0.80971,5.8275e-05,5.8275e-05,5.8275e-05
52,13903.2,0.41664,0.79452,0.27082,0.91343,0.96306,0.8578,0.91576,0.81616,0.9676,0.8388,0.90644,0.74506,0.45088,0.91029,0.27722,0.80714,5.27805e-05,5.27805e-05,5.27805e-05
53,14169.6,0.41593,0.78776,0.2688,0.9128,0.95752,0.86259,0.9153,0.8158,0.95055,0.85201,0.90648,0.74706,0.44803,0.9052,0.2755,0.80949,4.7286e-05,4.7286e-05,4.7286e-05
54,14436.2,0.41131,0.7821,0.26615,0.91336,0.96432,0.86133,0.91528,0.81564,0.96395,0.84162,0.9055,0.74565,0.44698,0.90388,0.27259,0.80948,4.17915e-05,4.17915e-05,4.17915e-05
55,14702.7,0.40541,0.76828,0.26273,0.91004,0.96178,0.86652,0.9165,0.81689,0.96051,0.85279,0.91049,0.75062,0.44439,0.89795,0.27123,0.80532,3.6297e-05,3.6297e-05,3.6297e-05
56,14969.3,0.40006,0.76168,0.25931,0.90536,0.95984,0.86426,0.91738,0.8193,0.96255,0.85036,0.91113,0.75189,0.44421,0.89235,0.27052,0.80283,3.08025e-05,3.08025e-05,3.08025e-05
57,15235.9,0.39864,0.75426,0.25644,0.90447,0.96363,0.86505,0.91759,0.82009,0.96653,0.84487,0.90951,0.75356,0.44149,0.88863,0.26914,0.80209,2.5308e-05,2.5308e-05,2.5308e-05
58,15502.8,0.39504,0.74905,0.2538,0.90266,0.9617,0.86414,0.9174,0.82031,0.96213,0.84822,0.90791,0.75303,0.43962,0.88704,0.26819,0.80025,1.98135e-05,1.98135e-05,1.98135e-05
59,15769.4,0.38977,0.74983,0.2515,0.90032,0.96335,0.86492,0.91894,0.82141,0.96301,0.84967,0.908,0.75155,0.4375,0.88074,0.26694,0.80242,1.4319e-05,1.4319e-05,1.4319e-05
60,16035.6,0.38437,0.73793,0.24847,0.8996,0.96068,0.86445,0.91882,0.82256,0.96351,0.85026,0.90814,0.75253,0.43668,0.87929,0.2666,0.80335,8.8245e-06,8.8245e-06,8.8245e-06
