epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,11305.4,1.72419,3.87293,2.72045,1.9362,0.18278,0.11586,0.07067,0.04165,0.29146,0.08821,0.05563,0.02634,1.94167,4.39333,3.69879,2.11216,0.000124209,0.000124209,0.000124209
40,11594.3,1.70413,3.82775,2.7465,1.92192,0.18917,0.10417,0.07543,0.0435,0.1675,0.08632,0.05844,0.02798,1.95711,4.4442,3.74982,2.1289,0.000118714,0.000118714,0.000118714
41,11882.6,1.73878,3.8821,2.83653,1.94936,0.16211,0.10402,0.06022,0.03504,0.16195,0.09135,0.0475,0.02359,1.99084,4.66741,3.7918,2.16413,0.00011322,0.00011322,0.00011322
42,12171.4,1.72747,3.8655,2.72883,1.94034,0.23904,0.12017,0.07917,0.04708,0.2275,0.10012,0.06518,0.03272,1.95919,4.38417,3.8113,2.14407,0.000107726,0.000107726,0.000107726
43,12459.8,1.75196,3.92258,2.78178,1.96253,0.18044,0.10789,0.06445,0.03808,0.17304,0.0836,0.0518,0.02501,1.95996,4.54382,3.81831,2.11954,0.000102231,0.000102231,0.000102231
44,12748.7,1.70279,3.82282,2.68538,1.92278,0.25766,0.13213,0.08308,0.04886,0.24554,0.11232,0.07581,0.03918,1.88679,4.23908,3.6952,2.09141,9.67365e-05,9.67365e-05,9.67365e-05
45,13037.2,1.71668,3.84465,2.68804,1.93013,0.25344,0.13514,0.08351,0.05033,0.32912,0.11466,0.07185,0.0376,1.88405,4.19532,3.67957,2.08307,9.1242e-05,9.1242e-05,9.1242e-05
46,13326.1,1.67499,3.79565,2.71498,1.88924,0.23464,0.13266,0.08313,0.0493,0.21533,0.12163,0.0712,0.03778,1.86651,4.23075,3.56499,2.06916,8.57475e-05,8.57475e-05,8.57475e-05
47,13614.6,1.7206,3.85423,2.73676,1.94293,0.18413,0.11478,0.064,0.03663,0.16008,0.09551,0.05038,0.02249,1.94656,4.47108,3.74824,2.14145,8.0253e-05,8.0253e-05,8.0253e-05
48,13902.7,1.68968,3.82348,2.70517,1.91181,0.22108,0.11981,0.07235,0.04168,0.18463,0.09282,0.05938,0.02551,1.91014,4.37256,3.60423,2.08767,7.47585e-05,7.47585e-05,7.47585e-05
49,14191.7,1.68281,3.86275,2.68265,1.90613,0.1914,0.11538,0.07273,0.04353,0.16364,0.09162,0.0612,0.02811,1.92255,4.43716,3.67233,2.09417,6.9264e-05,6.9264e-05,6.9264e-05
50,14481,1.70329,3.85948,2.73262,1.91982,0.19591,0.1165,0.07418,0.04249,0.23441,0.08418,0.062,0.02909,1.9226,4.31034,3.72261,2.09595,6.37695e-05,6.37695e-05,6.37695e-05
51,14773,1.60086,3.58805,2.48876,1.89143,0.27144,0.17132,0.11092,0.06659,0.26004,0.16391,0.10409,0.04968,1.77027,4.06343,3.10241,1.95032,5.8275e-05,5.8275e-05,5.8275e-05
52,15064.9,1.56698,3.50874,2.53701,1.87146,0.31095,0.15395,0.10588,0.06343,0.33641,0.14473,0.0996,0.04464,1.81073,4.14696,3.24767,1.98611,5.27805e-05,5.27805e-05,5.27805e-05
53,15356.8,1.58415,3.52207,2.46847,1.88486,0.3871,0.13744,0.10251,0.05956,0.22425,0.14418,0.08839,0.04154,1.82743,4.12404,3.22594,1.9918,4.7286e-05,4.7286e-05,4.7286e-05
54,15648.6,1.57196,3.49275,2.52314,1.86651,0.23712,0.15346,0.09599,0.05444,0.20487,0.13387,0.07883,0.03583,1.86988,4.08129,3.33474,2.04745,4.17915e-05,4.17915e-05,4.17915e-05
55,15939.8,1.54378,3.44152,2.37601,1.85161,0.2378,0.13166,0.09058,0.04856,0.209,0.12045,0.07349,0.03238,1.98135,4.18834,3.52572,2.15481,3.6297e-05,3.6297e-05,3.6297e-05
56,16231.2,1.55353,3.4364,2.40768,1.86768,0.25334,0.1227,0.09092,0.05012,0.23228,0.11008,0.07326,0.03272,1.96248,4.1754,3.58739,2.14771,3.08025e-05,3.08025e-05,3.08025e-05
57,16522.5,1.54818,3.44784,2.33397,1.85895,0.24367,0.13624,0.08799,0.05049,0.24219,0.11095,0.0732,0.03411,1.93162,4.16958,3.52363,2.11578,2.5308e-05,2.5308e-05,2.5308e-05
58,16813.3,1.52839,3.40578,2.44116,1.84168,0.24587,0.14182,0.09477,0.05414,0.2518,0.11752,0.07951,0.03537,1.91234,4.1176,3.46195,2.09829,1.98135e-05,1.98135e-05,1.98135e-05
59,17104.8,1.54572,3.39694,2.41088,1.86012,0.24508,0.127,0.09184,0.05217,0.22942,0.112,0.0751,0.03339,1.95333,4.15027,3.51188,2.1463,1.4319e-05,1.4319e-05,1.4319e-05
60,17396.9,1.51925,3.34297,2.38319,1.82931,0.24317,0.13681,0.09105,0.05232,0.23013,0.11903,0.07598,0.03382,1.92697,4.13785,3.50605,2.11711,8.8245e-06,8.8245e-06,8.8245e-06
