epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,42084.8,0.36499,0.41983,0.27933,0.87891,0.97288,0.95594,0.98551,0.93398,0.95312,0.93125,0.96253,0.77122,0.22891,0.4704,0.17103,0.68711,0.00307,0.00307,0.00307
44,43062.3,0.36183,0.41339,0.27667,0.8777,0.97343,0.95624,0.98555,0.93489,0.95297,0.93116,0.96247,0.77163,0.22794,0.46871,0.17047,0.68674,0.002905,0.002905,0.002905
45,44040.4,0.35942,0.4088,0.27424,0.8769,0.97366,0.95599,0.98552,0.93538,0.95432,0.92994,0.9626,0.77199,0.2269,0.46673,0.16975,0.68643,0.00274,0.00274,0.00274
46,45017.3,0.35576,0.40565,0.2709,0.87587,0.97425,0.95593,0.9855,0.93596,0.95498,0.93012,0.96239,0.77257,0.22578,0.46513,0.16902,0.68625,0.002575,0.002575,0.002575
47,45997.7,0.3523,0.39972,0.26753,0.87344,0.9723,0.95763,0.98558,0.93718,0.95717,0.92915,0.96274,0.77298,0.22467,0.46299,0.16826,0.68591,0.00241,0.00241,0.00241
48,46972,0.35042,0.39369,0.26463,0.87386,0.97226,0.9582,0.98556,0.9374,0.95564,0.93075,0.96293,0.77356,0.22329,0.46075,0.16745,0.68568,0.002245,0.002245,0.002245
49,47952.1,0.34632,0.38816,0.26129,0.87224,0.97419,0.95704,0.98554,0.93718,0.9559,0.92988,0.96219,0.77341,0.22208,0.45888,0.16673,0.68545,0.00208,0.00208,0.00208
50,48930.5,0.34475,0.38515,0.25989,0.87235,0.97327,0.95806,0.98562,0.93797,0.95585,0.92997,0.9625,0.77383,0.22071,0.45649,0.1661,0.68522,0.001915,0.001915,0.001915
51,49901,0.27247,0.35066,0.21238,0.83007,0.97383,0.95778,0.98595,0.93851,0.95776,0.93087,0.96307,0.77414,0.21954,0.45453,0.16543,0.68509,0.00175,0.00175,0.00175
52,50869.6,0.26796,0.3428,0.20666,0.82906,0.97335,0.95826,0.98592,0.93927,0.95809,0.93071,0.96335,0.77509,0.21851,0.45222,0.1648,0.68495,0.001585,0.001585,0.001585
53,51838.6,0.261,0.33464,0.20089,0.82647,0.97298,0.95901,0.98593,0.9399,0.95752,0.92969,0.96269,0.77612,0.21718,0.45023,0.16416,0.6846,0.00142,0.00142,0.00142
54,52807.6,0.25696,0.32591,0.19719,0.82518,0.97314,0.95876,0.98588,0.94043,0.95879,0.93069,0.96344,0.77705,0.21567,0.44816,0.16352,0.68427,0.001255,0.001255,0.001255
55,53775.1,0.25283,0.32307,0.19314,0.82461,0.97362,0.95859,0.98596,0.94105,0.95952,0.93094,0.96374,0.77837,0.21438,0.44623,0.16268,0.68421,0.00109,0.00109,0.00109
56,54747.6,0.24841,0.31447,0.18921,0.82344,0.97421,0.95878,0.98579,0.94139,0.95829,0.93071,0.96314,0.77854,0.21307,0.44432,0.16203,0.68394,0.000925,0.000925,0.000925
57,55720.3,0.24406,0.30783,0.18611,0.82193,0.96871,0.9591,0.98596,0.94158,0.95429,0.93025,0.96381,0.77998,0.21174,0.44207,0.16123,0.6837,0.00076,0.00076,0.00076
58,56686,0.24089,0.30314,0.18263,0.82146,0.97281,0.95851,0.98597,0.94276,0.95819,0.9321,0.96468,0.78266,0.21033,0.43994,0.16053,0.6835,0.000595,0.000595,0.000595
59,57655.5,0.2363,0.29451,0.17884,0.82106,0.96867,0.95847,0.98604,0.94274,0.95442,0.93228,0.96529,0.78359,0.20916,0.43825,0.1597,0.68334,0.00043,0.00043,0.00043
60,58623.7,0.23378,0.2933,0.17604,0.81927,0.97284,0.95821,0.9861,0.94335,0.95899,0.93213,0.96573,0.78405,0.20807,0.43679,0.15905,0.6831,0.000265,0.000265,0.000265
