epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,23805.2,1.18247,2.71457,1.50036,1.47755,0.366,0.2874,0.25696,0.16405,0.30933,0.25072,0.21039,0.12736,1.56902,3.92141,2.72403,1.82133,0.000256077,0.000256077,0.000256077
16,25390.1,1.17195,2.67962,1.47662,1.47007,0.54277,0.23516,0.22483,0.14241,0.49527,0.20563,0.18214,0.11579,1.75033,3.98887,3.05831,1.96623,0.000250583,0.000250583,0.000250583
17,26974.4,1.16298,2.64109,1.42365,1.46927,0.49434,0.23102,0.21863,0.13669,0.43784,0.20928,0.17838,0.10403,1.70605,4.01589,3.23822,1.97222,0.000245088,0.000245088,0.000245088
18,28559.3,1.12179,2.55385,1.37452,1.43578,0.50446,0.29534,0.27174,0.18223,0.44851,0.26433,0.23437,0.13763,1.59353,3.74207,2.77701,1.85506,0.000239594,0.000239594,0.000239594
19,30143.4,1.12613,2.56367,1.34846,1.43795,0.47485,0.3024,0.29215,0.19424,0.43297,0.27723,0.25772,0.14874,1.56867,3.65406,2.62353,1.81542,0.000234099,0.000234099,0.000234099
20,31728.1,1.11202,2.52342,1.35613,1.42174,0.53103,0.2721,0.28575,0.19116,0.53266,0.24779,0.24827,0.14512,1.51734,3.61981,2.63829,1.77086,0.000228605,0.000228605,0.000228605
21,33312.5,1.0974,2.52276,1.35704,1.41693,0.53037,0.26732,0.25035,0.15765,0.52443,0.23915,0.21592,0.12903,1.62575,3.65116,3.01252,1.88729,0.00022311,0.00022311,0.00022311
22,34897.4,1.09356,2.52494,1.31392,1.41057,0.45528,0.29327,0.26325,0.16804,0.39933,0.25709,0.22369,0.12764,1.61926,3.82115,2.94903,1.90617,0.000217616,0.000217616,0.000217616
23,36482.2,1.08172,2.45522,1.26051,1.39746,0.65568,0.35768,0.38483,0.26299,0.64166,0.33926,0.35505,0.20253,1.41148,3.3164,2.29263,1.67003,0.000212121,0.000212121,0.000212121
24,38067.2,1.09498,2.47195,1.25237,1.40165,0.6589,0.34901,0.37021,0.25749,0.63405,0.31814,0.32839,0.19365,1.47577,3.51014,2.40081,1.72585,0.000206627,0.000206627,0.000206627
25,39651.7,1.05843,2.45157,1.2208,1.39019,0.55529,0.35881,0.35579,0.23603,0.51136,0.33339,0.31225,0.17892,1.46207,3.5494,2.43269,1.70379,0.000201132,0.000201132,0.000201132
26,41236.5,1.06712,2.41104,1.20361,1.38496,0.50784,0.37288,0.40174,0.26916,0.49227,0.35665,0.37548,0.21449,1.43673,3.33282,2.33757,1.67328,0.000195637,0.000195637,0.000195637
27,42821.5,1.0351,2.35555,1.1894,1.36968,0.50002,0.27964,0.29424,0.18816,0.4576,0.26451,0.25421,0.14818,1.57482,3.80459,3.01906,1.81964,0.000190143,0.000190143,0.000190143
28,44406.4,1.03303,2.35991,1.19126,1.36433,0.43925,0.27515,0.27314,0.17342,0.41133,0.2516,0.22801,0.12555,1.57639,3.80979,2.84873,1.84578,0.000184649,0.000184649,0.000184649
29,45992.3,1.00592,2.31659,1.13869,1.3487,0.39725,0.27796,0.29107,0.19864,0.37384,0.25768,0.25657,0.14681,1.56526,3.74266,2.74783,1.8333,0.000179154,0.000179154,0.000179154
30,47582.2,1.01679,2.33125,1.12402,1.35403,0.38371,0.32136,0.311,0.20589,0.3514,0.29144,0.27287,0.1512,1.49947,3.6348,2.68482,1.73733,0.00017366,0.00017366,0.00017366
31,49172.9,1.00812,2.303,1.12507,1.33938,0.59122,0.30619,0.34859,0.23448,0.55597,0.28688,0.31288,0.17971,1.52361,3.55481,2.53458,1.72235,0.000168165,0.000168165,0.000168165
32,50761.3,0.99121,2.28078,1.10116,1.33443,0.54861,0.30549,0.33529,0.23047,0.51093,0.28174,0.29807,0.1768,1.51355,3.47387,2.52421,1.7341,0.00016267,0.00016267,0.00016267
33,52350.3,0.98025,2.24141,1.08185,1.31707,0.60496,0.35956,0.37886,0.26081,0.46636,0.34,0.33784,0.20014,1.46489,3.42422,2.38964,1.69901,0.000157176,0.000157176,0.000157176
34,53939.4,0.97117,2.22541,1.08458,1.31718,0.58749,0.32224,0.34028,0.2278,0.54227,0.29582,0.30101,0.16774,1.48347,3.59866,2.63846,1.71579,0.000151682,0.000151682,0.000151682
35,55529.2,0.99084,2.26313,1.08294,1.33026,0.54127,0.39508,0.40238,0.27427,0.50494,0.38017,0.3689,0.21455,1.39279,3.2924,2.09612,1.62199,0.000146187,0.000146187,0.000146187
36,57120.2,0.96342,2.20978,1.0515,1.30523,0.51265,0.39466,0.41016,0.28429,0.58422,0.36187,0.38603,0.21774,1.36985,3.23958,2.06333,1.57468,0.000140692,0.000140692,0.000140692
37,58712,0.97701,2.24187,1.04516,1.3032,0.58923,0.38544,0.3846,0.2494,0.56519,0.35577,0.35118,0.1927,1.37668,3.35892,2.24405,1.60747,0.000135198,0.000135198,0.000135198
38,60302,0.95652,2.19135,1.05533,1.30103,0.63836,0.38012,0.40412,0.27871,0.61541,0.3629,0.37327,0.20949,1.38278,3.36038,2.29431,1.60173,0.000129703,0.000129703,0.000129703
39,61891.7,0.95527,2.19503,1.01449,1.29673,0.59734,0.323,0.34005,0.22961,0.55594,0.29553,0.30233,0.17357,1.48261,3.4697,2.60754,1.71067,0.000124209,0.000124209,0.000124209
40,63480.8,0.92955,2.16761,0.99767,1.27906,0.47016,0.36971,0.40224,0.27351,0.50038,0.32969,0.36469,0.21367,1.33337,3.14649,2.05619,1.55138,0.000118714,0.000118714,0.000118714
41,65069.7,0.93015,2.12518,0.99171,1.27242,0.55854,0.35896,0.38078,0.26525,0.66857,0.30366,0.33836,0.20389,1.3401,3.28347,2.2251,1.57073,0.00011322,0.00011322,0.00011322
42,66658.7,0.92801,2.14244,0.98469,1.27938,0.5243,0.37757,0.38957,0.26974,0.49183,0.35969,0.35714,0.21305,1.3781,3.32485,2.31158,1.60858,0.000107726,0.000107726,0.000107726
43,68247.5,0.92695,2.09529,0.96643,1.27414,0.49399,0.34269,0.35325,0.23951,0.49127,0.31265,0.32084,0.18773,1.45634,3.49033,2.54916,1.674,0.000102231,0.000102231,0.000102231
44,69836.4,0.91321,2.0541,0.96493,1.26722,0.61431,0.33607,0.34578,0.23308,0.5993,0.30902,0.31055,0.18821,1.45417,3.48488,2.49855,1.67245,0.0000967365,0.0000967365,0.0000967365
45,71425.6,0.91863,2.10466,0.96338,1.27844,0.55893,0.29936,0.31894,0.22698,0.53589,0.28284,0.29156,0.17682,1.5233,3.57983,2.71015,1.765,0.000091242,0.000091242,0.000091242
46,73015.2,0.89909,2.0888,0.95028,1.26842,0.6141,0.32464,0.37655,0.26742,0.7023,0.29663,0.3518,0.2118,1.41647,3.40523,2.38668,1.65042,0.0000857475,0.0000857475,0.0000857475
47,74600.9,0.88063,2.03831,0.91187,1.24173,0.70151,0.37044,0.40908,0.28858,0.68444,0.35856,0.38131,0.23383,1.3724,3.28084,2.24606,1.60951,0.000080253,0.000080253,0.000080253
48,76186.5,0.89924,2.06607,0.95234,1.25928,0.60783,0.37503,0.40599,0.2841,0.58567,0.36176,0.37636,0.23039,1.3701,3.30239,2.33531,1.60947,0.0000747585,0.0000747585,0.0000747585
49,77770.7,0.87975,2.03453,0.93259,1.24555,0.57489,0.38785,0.4172,0.29195,0.55286,0.37539,0.38726,0.22826,1.35194,3.31683,2.17014,1.57839,0.000069264,0.000069264,0.000069264
50,79357.1,0.88487,2.03025,0.92913,1.25458,0.64161,0.38734,0.41652,0.28928,0.6165,0.3661,0.38328,0.2338,1.33045,3.35025,2.22232,1.56996,0.0000637695,0.0000637695,0.0000637695
51,80944.2,0.75528,1.69393,0.75415,1.17008,0.66114,0.43745,0.45672,0.33277,0.6375,0.42631,0.43224,0.25998,1.25702,3.27683,2.1359,1.4977,0.000058275,0.000058275,0.000058275
52,82530.7,0.73103,1.6392,0.6848,1.14062,0.6973,0.39229,0.4573,0.33632,0.66829,0.3819,0.43494,0.25887,1.29245,3.29892,2.12283,1.52431,0.0000527805,0.0000527805,0.0000527805
53,84117,0.72854,1.63252,0.66961,1.13873,0.67086,0.38785,0.43542,0.3078,0.64777,0.37862,0.40798,0.23664,1.34121,3.4148,2.25944,1.55642,0.000047286,0.000047286,0.000047286
54,85702.9,0.7348,1.63823,0.67687,1.14719,0.63775,0.40277,0.43165,0.31191,0.61995,0.39418,0.40806,0.24514,1.33022,3.35939,2.26172,1.55665,0.0000417915,0.0000417915,0.0000417915
55,87289.2,0.70786,1.58426,0.63091,1.12606,0.61145,0.41929,0.43561,0.31767,0.60291,0.40406,0.39867,0.24499,1.29825,3.34189,2.18111,1.53232,0.000036297,0.000036297,0.000036297
56,88874.7,0.69698,1.60182,0.62697,1.12072,0.69054,0.37974,0.43111,0.3116,0.6695,0.36628,0.4091,0.24207,1.31788,3.31533,2.24164,1.54084,0.0000308025,0.0000308025,0.0000308025
57,,,1.62546,,,,,,,,,0.38538,0.23564,,3.35238,,,,,
58,,,1.60536,,,,,,,,,0.40134,0.24436,,3.38367,,,,,
59,,,1.59215,,,,,,,,,0.40651,0.24948,,3.46732,,,,,
60,,,1.61355,,,,,,,,,0.40345,0.25037,,3.37634,,,,,
