epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,6947.82,0.96107,2.33588,0.93853,1.28528,0.48939,0.26854,0.23683,0.13642,0.48467,0.24417,0.22015,0.11152,1.58083,3.60237,2.30237,1.70189,0.000179154,0.000179154,0.000179154
30,7185.1,0.94597,2.29967,0.91535,1.2761,0.40916,0.25686,0.23385,0.13608,0.49258,0.24522,0.21816,0.11268,1.5803,3.57944,2.27319,1.70496,0.00017366,0.00017366,0.00017366
31,7423.51,0.92929,2.26868,0.88331,1.26059,0.50961,0.24108,0.23172,0.14155,0.49558,0.23106,0.21593,0.11449,1.55239,3.62762,2.24341,1.679,0.000168165,0.000168165,0.000168165
32,7661.24,0.91734,2.23169,0.85714,1.24982,0.53178,0.2375,0.23198,0.13597,0.51859,0.22404,0.21808,0.11102,1.57085,3.68264,2.29018,1.70459,0.00016267,0.00016267,0.00016267
33,7896.35,0.90422,2.20077,0.83205,1.24101,0.38745,0.25757,0.23377,0.13905,0.38333,0.24333,0.22037,0.11129,1.55044,3.61183,2.23753,1.68992,0.000157176,0.000157176,0.000157176
34,8132.41,0.88936,2.16572,0.80862,1.23073,0.39693,0.27323,0.23342,0.14098,0.42323,0.25925,0.22469,0.11676,1.5536,3.62386,2.28467,1.69344,0.000151682,0.000151682,0.000151682
35,8369.17,0.87989,2.14922,0.79083,1.22084,0.39435,0.24747,0.22343,0.1333,0.39817,0.23496,0.21762,0.1112,1.55749,3.65034,2.28519,1.69596,0.000146187,0.000146187,0.000146187
36,8605.7,0.86344,2.10536,0.77234,1.2115,0.46673,0.27008,0.23809,0.14264,0.47288,0.24839,0.22443,0.11641,1.55978,3.64817,2.26719,1.70131,0.000140692,0.000140692,0.000140692
37,8842.21,0.84986,2.07477,0.75127,1.19878,0.52364,0.24156,0.22844,0.13696,0.50986,0.21478,0.21207,0.11159,1.57403,3.66791,2.27987,1.713,0.000135198,0.000135198,0.000135198
38,9078,0.8401,2.05194,0.7319,1.19116,0.42889,0.25504,0.23249,0.13988,0.41115,0.2343,0.21698,0.1135,1.57453,3.6668,2.26663,1.7229,0.000129703,0.000129703,0.000129703
39,9313.18,0.82356,2.01928,0.70903,1.17884,0.39549,0.26549,0.24154,0.14442,0.37576,0.25025,0.22412,0.11826,1.58704,3.67262,2.25418,1.72817,0.000124209,0.000124209,0.000124209
40,9548.57,0.81371,2.0017,0.70049,1.17418,0.4733,0.25268,0.23765,0.14051,0.44761,0.2369,0.21921,0.11269,1.58575,3.71338,2.30284,1.74483,0.000118714,0.000118714,0.000118714
41,9783.64,0.80379,1.97726,0.68568,1.16559,0.40733,0.25911,0.23587,0.14098,0.40072,0.25117,0.22654,0.11668,1.59028,3.68519,2.34291,1.72556,0.00011322,0.00011322,0.00011322
42,10019,0.79052,1.95375,0.67134,1.15183,0.42513,0.26642,0.23693,0.14143,0.41386,0.24568,0.218,0.11409,1.58404,3.70786,2.33029,1.73688,0.000107726,0.000107726,0.000107726
43,10253.8,0.7827,1.9309,0.65424,1.14929,0.39881,0.26895,0.2391,0.14215,0.44899,0.23229,0.22647,0.11657,1.58904,3.67391,2.36004,1.73351,0.000102231,0.000102231,0.000102231
44,10489.1,0.77834,1.90482,0.64533,1.14537,0.45993,0.24957,0.23366,0.13843,0.42497,0.23904,0.22222,0.1163,1.59554,3.73452,2.36515,1.75075,9.67365e-05,9.67365e-05,9.67365e-05
45,10724.4,0.7687,1.88592,0.63394,1.13602,0.4465,0.2593,0.23453,0.14427,0.42711,0.23893,0.22042,0.11628,1.60132,3.71664,2.34333,1.75836,9.1242e-05,9.1242e-05,9.1242e-05
46,10959.8,0.75746,1.86355,0.61592,1.13049,0.43674,0.26297,0.23667,0.14195,0.4203,0.24562,0.22229,0.11581,1.60631,3.75459,2.36169,1.76365,8.57475e-05,8.57475e-05,8.57475e-05
47,11194.7,0.74428,1.84207,0.59948,1.11742,0.46169,0.25897,0.23933,0.14222,0.43397,0.23965,0.22082,0.11693,1.5896,3.73027,2.37156,1.75118,8.0253e-05,8.0253e-05,8.0253e-05
48,11428.6,0.74214,1.82034,0.59464,1.11681,0.42556,0.2559,0.22926,0.13852,0.43566,0.22749,0.21681,0.11579,1.59924,3.74257,2.39223,1.75825,7.47585e-05,7.47585e-05,7.47585e-05
49,11662.7,0.72757,1.80276,0.57992,1.10689,0.49468,0.23534,0.23533,0.13894,0.44518,0.22833,0.22231,0.11719,1.59809,3.74869,2.3799,1.77031,6.9264e-05,6.9264e-05,6.9264e-05
50,11897.3,0.71873,1.78239,0.56606,1.09737,0.44473,0.23938,0.22646,0.13892,0.44042,0.22695,0.21807,0.11661,1.61196,3.79219,2.41041,1.77696,6.37695e-05,6.37695e-05,6.37695e-05
51,12135.2,0.71747,1.76766,0.56223,1.09768,0.43769,0.24696,0.22936,0.13687,0.4234,0.22978,0.21687,0.11552,1.60505,3.80503,2.42873,1.76861,5.8275e-05,5.8275e-05,5.8275e-05
52,12370.8,0.7077,1.73782,0.5513,1.09221,0.47241,0.24133,0.22985,0.13634,0.45592,0.22618,0.21699,0.11509,1.60092,3.81466,2.43184,1.77004,5.27805e-05,5.27805e-05,5.27805e-05
53,12605.8,0.70235,1.73229,0.55071,1.08425,0.42392,0.24553,0.22641,0.13561,0.41017,0.2314,0.21376,0.11372,1.60003,3.80001,2.43369,1.77263,4.7286e-05,4.7286e-05,4.7286e-05
54,12840.4,0.69618,1.72795,0.54163,1.08692,0.4256,0.25094,0.22912,0.13796,0.41068,0.23628,0.21753,0.1149,1.60856,3.83264,2.44008,1.77994,4.17915e-05,4.17915e-05,4.17915e-05
55,13075.4,0.68885,1.71077,0.53628,1.08083,0.443,0.25537,0.23032,0.13791,0.43057,0.24532,0.22066,0.11603,1.60631,3.85465,2.45057,1.77761,3.6297e-05,3.6297e-05,3.6297e-05
56,13311.2,0.68028,1.68724,0.52368,1.07303,0.41684,0.24791,0.22704,0.13588,0.40261,0.23603,0.21508,0.11315,1.61706,3.8496,2.48165,1.78817,3.08025e-05,3.08025e-05,3.08025e-05
57,13547.7,0.67241,1.67615,0.51755,1.06871,0.41134,0.24987,0.22456,0.13405,0.39593,0.23608,0.2119,0.11226,1.62384,3.85194,2.49236,1.79625,2.5308e-05,2.5308e-05,2.5308e-05
58,13784.6,0.67025,1.66225,0.51084,1.06713,0.44021,0.25043,0.22879,0.13619,0.41504,0.23762,0.21614,0.11312,1.62459,3.87732,2.50156,1.80044,1.98135e-05,1.98135e-05,1.98135e-05
59,14019.7,0.66129,1.64277,0.50343,1.06103,0.44732,0.24391,0.22945,0.13756,0.4243,0.22995,0.21514,0.1141,1.62468,3.87731,2.49852,1.8,1.4319e-05,1.4319e-05,1.4319e-05
60,14254.8,0.65438,1.64206,0.49767,1.05708,0.43958,0.24175,0.22778,0.1365,0.4192,0.227,0.21651,0.11499,1.62435,3.87718,2.51217,1.79337,8.8245e-06,8.8245e-06,8.8245e-06
